Date,Opponent,Result,Game Time,Attendance,Year,Team_Code
12/3/20,Air Force,L 7-35,3:11,"3,025",2020,731
10/24/20,@ Purdue,L 20-24,3:21,900,2020,312
10/31/20,15 Northwestern,L 20-21,3:16,"1,432",2020,312
11/7/20,Michigan St.,W 49-7,3:20,"1,441",2020,312
11/13/20,@ Minnesota,W 35-7,3:14,771,2020,312
11/21/20,@ Penn St.,W 41-21,3:26,"1,500",2020,312
11/27/20,Nebraska,W 26-20,3:16,"1,469",2020,312
12/5/20,@ Illinois,W 35-21,3:19,875,2020,312
12/12/20,Wisconsin,W 28-7,3:16,"1,445",2020,312
11/15/20,@ UCLA,L 10-34,3:12,0,2020,107
11/21/20,@ Oregon St.,L 27-31,3:18,0,2020,107
11/27/20,Stanford,L 23-24,3:16,0,2020,107
12/5/20,25 Oregon,W 21-17,3:17,0,2020,107
9/19/20,22 Tulsa,W 16-7,3:41,"14,668",2020,521
9/26/20,West Virginia,W 27-13,3:35,"14,672",2020,521
10/3/20,@ Kansas,W 47-7,3:26,"9,480",2020,521
10/24/20,12 Iowa St.,W 24-21,3:45,"14,671",2020,521
10/31/20,20 Texas,L 34-41,4:00,"14,672",2020,521
11/7/20,@ Kansas St.,W 20-18,3:13,"11,980",2020,521
11/21/20,@ 8 Oklahoma,L 13-41,3:23,"22,700",2020,521
11/28/20,Texas Tech,W 50-44,3:34,"14,645",2020,521
12/5/20,@ TCU,L 22-29,3:56,"12,594",2020,521
12/12/20,@ Baylor,W 42-3,3:19,"11,667",2020,521
12/29/20,+ 18 Miami (Fla.),W 37-34,3:39,0,2020,521
11/14/20,21 Southern California,L 30-34,3:43,0,2020,29
11/21/20,@ Washington,L 27-44,3:36,253,2020,29
11/28/20,@ UCLA,L 10-27,3:14,0,2020,29
12/5/20,Colorado,L 13-24,3:09,0,2020,29
12/11/20,Arizona St.,L 7-70,3:20,0,2020,29
9/26/20,@ LSU,W 44-34,3:56,"21,124",2020,430
10/3/20,Arkansas,L 14-21,3:19,"13,564",2020,430
10/10/20,@ Kentucky,L 2-24,3:18,"12,000",2020,430
10/17/20,5 Texas A&M,L 14-28,3:05,"13,142",2020,430
10/31/20,@ 1 Alabama,L 0-41,3:31,"19,424",2020,430
11/7/20,Vanderbilt,W 24-17,3:29,"12,888",2020,430
11/21/20,@ 11 Georgia,L 24-31,3:04,"20,524",2020,430
11/28/20,@ Mississippi,L 24-31,3:34,"16,218",2020,430
12/12/20,Auburn,L 10-24,3:36,"12,986",2020,430
12/19/20,Missouri,W 51-32,3:24,"11,748",2020,430
12/31/20,+ 22 Tulsa,W 28-26,3:34,"9,000",2020,430
9/12/20,@ Texas St.,W 51-48,6:35,"7,500",2020,706
9/19/20,Stephen F. Austin,W 24-10,3:25,"6,611",2020,706
9/25/20,Middle Tenn. St.,W 37-35,3:35,"6,182",2020,706
10/3/20,@ UAB,L 13-21,3:20,"12,547",2020,706
10/10/20,@ 13 Brigham Young,L 20-27,3:35,,2020,706
10/17/20,Army,L 16-28,3:17,"7,887",2020,706
10/24/20,Louisiana Tech,W 27-26,3:37,"6,114",2020,706
10/31/20,@ Fla. Atlantic,L 3-24,3:18,"5,026",2020,706
11/14/20,UTEP,W 52-21,2:57,"6,243",2020,706
11/21/20,@ Southern Miss.,W 23-20,3:12,0,2020,706
11/28/20,North Texas,W 49-17,3:03,"5,936",2020,706
12/26/20,+ 16 La.-Lafayette,L 24-31,3:19,"3,512",2020,706
10/31/20,@ 19 San Jose St.,L 21-38,3:41,0,2020,473
11/7/20,@ Hawaii,L 33-39,3:22,0,2020,473
11/14/20,#NAME?,L 20-27,3:15,250,2020,473
11/20/20,@ Air Force,L 0-28,3:05,100,2020,473
11/26/20,@ Utah St.,L 27-41,3:40,198,2020,473
12/5/20,#NAME?,W 17-16,3:19,250,2020,473
12/12/20,#NAME?,W 49-39,3:23,0,2020,473
9/26/20,10 Florida,L 35-51,3:34,"13,926",2020,433
10/3/20,@ Kentucky,W 42-41,3:29,"12,000",2020,433
10/10/20,1 Alabama,L 48-63,3:47,"14,419",2020,433
10/17/20,@ Arkansas,L 21-33,3:20,"16,500",2020,433
10/24/20,Auburn,L 28-35,3:10,"15,037",2020,433
10/31/20,@ Vanderbilt,W 54-21,3:16,840,2020,433
11/14/20,South Carolina,W 59-42,3:21,"13,596",2020,433
11/28/20,Mississippi St.,W 31-24,3:34,"16,218",2020,433
12/19/20,@ LSU,L 48-53,3:58,"21,905",2020,433
1/2/21,+ 7 Indiana,W 26-20,3:23,"11,025",2020,433
9/12/20,@ South Ala.,W 27-24,3:36,"6,000",2020,718
9/19/20,Navy,L 24-27,3:20,0,2020,718
9/26/20,@ Southern Miss.,W 66-24,3:44,0,2020,718
10/8/20,@ Houston,L 31-49,3:51,"8,164",2020,718
10/16/20,Southern Methodist,L 34-37,3:45,0,2020,718
10/24/20,@ UCF,L 34-51,3:40,"9,148",2020,718
10/31/20,Temple,W 38-3,3:00,"1,200",2020,718
11/7/20,@ East Caro.,W 38-21,3:11,"3,500",2020,718
11/14/20,Army,W 38-12,3:14,"1,200",2020,718
11/19/20,@ 22 Tulsa,L 24-30,3:57,0,2020,718
12/5/20,Memphis,W 35-21,3:24,"2,400",2020,718
12/22/20,#NAME?,L 27-38,3:23,0,2020,718
10/24/20,@ Michigan St.,W 38-27,3:31,376,2020,587
10/31/20,7 Indiana,L 21-37,3:32,0,2020,587
11/7/20,@ 3 Ohio St.,L 27-49,3:29,"1,275",2020,587
11/14/20,Illinois,L 20-23,3:26,0,2020,587
11/21/20,Michigan,L 42-48,4:24,0,2020,587
11/28/20,@ Purdue,W 37-30,3:44,728,2020,587
12/5/20,Penn St.,L 7-23,3:21,0,2020,587
12/12/20,@ Maryland,W 27-24,4:01,0,2020,587
12/18/20,Nebraska,L 21-28,3:09,0,2020,587
9/3/20,Central Ark.,W 45-35,3:45,"12,716",2020,9
9/10/20,@ 18 Miami (Fla.),L 14-31,3:21,"8,153",2020,9
9/24/20,@ South Ala.,W 42-10,3:25,"5,766",2020,9
10/3/20,UTSA,W 21-13,3:20,"12,547",2020,9
10/17/20,Western Ky.,W 37-14,3:55,"11,098",2020,9
10/23/20,16 La.-Lafayette,L 20-24,3:29,"11,610",2020,9
10/31/20,@ Louisiana Tech,L 34-37,4:06,"7,140",2020,9
12/12/20,@ Rice,W 21-16,3:13,"2,000",2020,9
12/18/20,@ Marshall,W 22-13,3:18,"8,324",2020,9
9/12/20,Campbell,W 27-26,3:35,"5,789",2020,253
9/26/20,@ 16 La.-Lafayette,L 18-20,3:19,"5,585",2020,253
10/3/20,@ La.-Monroe,W 35-30,3:15,"6,338",2020,253
10/17/20,Massachusetts,W 41-0,3:12,"4,856",2020,253
10/24/20,@ 9 Coastal Caro.,L 14-28,3:20,"5,000",2020,253
10/29/20,South Ala.,W 24-17,3:13,"3,457",2020,253
11/7/20,Troy,W 20-13,3:15,"5,012",2020,253
11/14/20,Texas St.,W 40-38,3:11,"4,478",2020,253
11/21/20,@ Army,L 27-28,3:17,"5,078",2020,253
11/28/20,@ Georgia St.,L 24-30,2:55,"4,523",2020,253
12/5/20,Fla. Atlantic,W 20-3,3:55,"3,867",2020,253
12/12/20,Appalachian St.,L 26-34,3:17,"6,228",2020,253
12/23/20,#NAME?,W 38-3,3:08,"3,000",2020,253
11/4/20,@ Akron,W 58-13,3:20,490,2020,774
11/11/20,Toledo,W 41-38,4:00,839,2020,774
11/18/20,@ Central Mich.,W 52-44,3:42,0,2020,774
11/28/20,Northern Ill.,W 30-27,3:14,0,2020,774
12/5/20,Eastern Mich.,L 42-53,3:37,0,2020,774
12/12/20,@ Ball St.,L 27-30,3:28,823,2020,774
9/12/20,@ 14 North Carolina,L 6-31,3:09,0,2020,688
9/19/20,@ Pittsburgh,L 10-21,3:09,0,2020,688
9/26/20,Georgia Tech,W 37-20,3:30,0,2020,688
10/10/20,Duke,L 24-38,3:12,0,2020,688
10/17/20,23 Liberty,L 21-38,3:08,0,2020,688
10/24/20,@ 2 Clemson,L 21-47,3:26,"18,629",2020,688
10/31/20,Wake Forest,L 14-38,3:12,0,2020,688
11/7/20,Boston College,L 13-16,3:02,0,2020,688
11/20/20,@ Louisville,L 0-30,3:09,"11,192",2020,688
11/28/20,24 North Carolina St.,L 29-36,3:42,0,2020,688
12/5/20,@ 4 Notre Dame,L 21-45,3:22,"6,831",2020,688
11/7/20,Arizona St.,W 28-27,3:41,1,2020,657
11/14/20,@ Arizona,W 34-30,3:43,0,2020,657
11/21/20,@ Utah,W 33-17,3:15,0,2020,657
12/6/20,Washington St.,W 38-13,3:05,1,2020,657
12/12/20,@ UCLA,W 43-38,3:36,0,2020,657
12/18/20,25 Oregon,L 24-31,3:35,1,2020,657
10/24/20,@ 3 Ohio St.,L 17-52,3:19,"1,344",2020,463
11/7/20,@ 15 Northwestern,L 13-21,3:13,0,2020,463
11/14/20,Penn St.,W 30-23,3:23,0,2020,463
11/21/20,Illinois,L 23-41,3:37,0,2020,463
11/27/20,@ 17 Iowa,L 20-26,3:16,"1,469",2020,463
12/5/20,@ Purdue,W 37-27,3:17,808,2020,463
12/12/20,Minnesota,L 17-24,3:20,0,2020,463
12/18/20,@ Rutgers,W 28-21,3:09,0,2020,463
10/24/20,Michigan,L 24-49,3:27,589,2020,428
10/30/20,@ Maryland,L 44-45,3:41,0,2020,428
11/7/20,@ Illinois,W 41-14,3:30,863,2020,428
11/13/20,17 Iowa,L 7-35,3:14,771,2020,428
11/20/20,Purdue,W 34-31,3:24,593,2020,428
12/12/20,@ Nebraska,W 24-17,3:20,0,2020,428
12/19/20,@ Wisconsin,L 17-20,3:23,0,2020,428
9/26/20,1 Alabama,L 19-38,3:15,"11,738",2020,434
10/3/20,@ Tennessee,L 12-35,3:04,"21,159",2020,434
10/10/20,LSU,W 45-41,3:34,"10,013",2020,434
10/24/20,Kentucky,W 20-10,3:10,"11,738",2020,434
10/31/20,@ 10 Florida,L 17-41,3:27,"12,049",2020,434
11/21/20,@ South Carolina,W 17-10,3:19,"13,603",2020,434
11/28/20,Vanderbilt,W 41-0,2:56,"11,053",2020,434
12/5/20,Arkansas,W 50-48,3:53,"11,738",2020,434
12/12/20,11 Georgia,L 14-49,3:11,"10,830",2020,434
12/19/20,@ Mississippi St.,L 32-51,3:24,"11,748",2020,434
11/7/20,@ Colorado,L 42-48,3:41,554,2020,110
11/15/20,California,W 34-10,3:12,0,2020,110
11/21/20,@ 25 Oregon,L 35-38,3:30,0,2020,110
11/28/20,Arizona,W 27-10,3:14,0,2020,110
12/5/20,@ Arizona St.,W 25-18,3:21,0,2020,110
12/12/20,21 Southern California,L 38-43,3:36,0,2020,110
12/19/20,Stanford,L 47-48,3:48,0,2020,110
10/24/20,@ 15 Northwestern,L 3-43,3:14,0,2020,392
10/30/20,Minnesota,W 45-44,3:41,0,2020,392
11/7/20,@ Penn St.,W 35-19,3:15,"1,500",2020,392
11/28/20,@ 7 Indiana,L 11-27,3:22,963,2020,392
12/12/20,Rutgers,L 24-27,4:01,0,2020,392
10/24/20,Maryland,W 43-3,3:14,0,2020,509
10/31/20,@ 17 Iowa,W 21-20,3:16,"1,432",2020,509
11/7/20,Nebraska,W 21-13,3:13,0,2020,509
11/14/20,@ Purdue,W 27-20,3:20,886,2020,509
11/21/20,Wisconsin,W 17-7,3:28,1,2020,509
11/28/20,@ Michigan St.,L 20-29,3:39,0,2020,509
12/12/20,Illinois,W 28-10,3:02,0,2020,509
12/19/20,+ 3 Ohio St.,L 10-22,3:12,"3,178",2020,509
1/1/21,#NAME?,W 35-19,3:34,0,2020,509
9/12/20,@ Wake Forest,W 37-13,3:17,68,2020,147
9/19/20,Citadel,W 49-0,3:01,"18,609",2020,147
10/3/20,Virginia,W 41-23,3:08,"18,735",2020,147
10/10/20,18 Miami (Fla.),W 42-17,3:35,"18,885",2020,147
10/17/20,@ Georgia Tech,W 73-7,3:22,"11,000",2020,147
10/24/20,Syracuse,W 47-21,3:26,"18,629",2020,147
10/31/20,Boston College,W 34-28,3:38,"18,690",2020,147
11/7/20,@ 4 Notre Dame,L 40-47,4:09,"11,011",2020,147
11/28/20,Pittsburgh,W 52-17,3:51,"18,819",2020,147
12/5/20,@ Virginia Tech,W 45-10,3:01,250,2020,147
12/19/20,+ 4 Notre Dame,W 34-10,3:12,"5,240",2020,147
1/1/21,+ 3 Ohio St.,L 28-49,3:40,"3,000",2020,147
9/12/20,@ 4 Notre Dame,L 13-27,4:02,"10,097",2020,193
9/19/20,Boston College,L 6-26,2:55,0,2020,193
9/26/20,@ Virginia,L 20-38,3:37,"1,000",2020,193
10/3/20,Virginia Tech,L 31-38,3:22,0,2020,193
10/10/20,@ Syracuse,W 38-24,3:12,0,2020,193
10/17/20,@ 24 North Carolina St.,L 20-31,3:34,"4,032",2020,193
10/31/20,Charlotte,W 53-19,3:23,0,2020,193
11/7/20,14 North Carolina,L 24-56,3:25,0,2020,193
11/28/20,@ Georgia Tech,L 33-56,3:48,"11,000",2020,193
12/5/20,18 Miami (Fla.),L 0-48,3:01,0,2020,193
12/12/20,@ Florida St.,L 35-56,3:39,"14,872",2020,193
11/21/20,21 Southern California,L 17-33,3:15,0,2020,732
11/28/20,@ Washington,L 21-24,3:13,259,2020,732
12/5/20,Oregon St.,W 30-24,3:31,0,2020,732
12/12/20,@ Colorado,W 38-21,3:15,0,2020,732
12/19/20,Washington St.,W 45-28,3:46,0,2020,732
9/19/20,16 La.-Lafayette,L 31-34,3:43,"4,126",2020,254
10/3/20,East Caro.,W 49-29,3:28,"3,823",2020,254
10/15/20,@ Arkansas St.,L 52-59,4:12,"5,496",2020,254
10/24/20,@ Troy,W 36-34,3:40,"12,000",2020,254
10/31/20,9 Coastal Caro.,L 0-51,2:53,"3,642",2020,254
11/7/20,La.-Monroe,W 52-34,3:20,"2,921",2020,254
11/14/20,@ Appalachian St.,L 13-17,3:08,"2,170",2020,254
11/21/20,@ South Ala.,W 31-14,3:25,"5,224",2020,254
11/28/20,Ga. Southern,W 30-24,2:55,"4,523",2020,254
12/26/20,#NAME?,W 39-21,3:26,"5,128",2020,254
11/4/20,@ Kent St.,L 23-27,3:15,0,2020,204
11/11/20,@ Ball St.,L 31-38,3:39,"1,183",2020,204
11/18/20,Toledo,L 28-45,3:37,300,2020,204
11/27/20,Central Mich.,L 23-31,3:43,300,2020,204
12/5/20,@ Western Mich.,W 53-42,3:37,0,2020,204
12/12/20,Northern Ill.,W 41-33,3:34,300,2020,204
9/12/20,@ Appalachian St.,L 20-35,3:32,0,2020,458
10/3/20,@ Fla. Atlantic,L 17-21,3:20,"5,657",2020,458
10/10/20,@ North Texas,W 49-21,3:34,"6,864",2020,458
10/24/20,UTEP,W 38-28,3:16,"1,042",2020,458
10/31/20,@ Duke,L 19-53,3:23,0,2020,458
12/6/20,Western Ky.,L 19-37,3:13,714,2020,458
9/12/20,UTEP,W 59-3,3:38,"15,337",2020,703
9/26/20,@ Texas Tech,W 63-56,4:25,"16,615",2020,703
10/3/20,TCU,L 31-33,3:58,"17,753",2020,703
10/10/20,+ 8 Oklahoma,L 45-53,4:43,"24,000",2020,703
10/24/20,Baylor,W 27-16,3:19,"18,202",2020,703
10/31/20,@ Oklahoma St.,W 41-34,4:00,"14,672",2020,703
11/7/20,West Virginia,W 17-13,3:35,"17,843",2020,703
11/27/20,12 Iowa St.,L 20-23,3:29,"16,555",2020,703
12/5/20,@ Kansas St.,W 69-31,3:35,"9,851",2020,703
12/29/20,#NAME?,W 55-23,3:39,"10,822",2020,703
9/26/20,@ Missouri,W 38-19,3:15,"11,738",2020,8
10/3/20,5 Texas A&M,W 52-24,3:18,"19,424",2020,8
10/10/20,@ Mississippi,W 63-48,3:47,"14,419",2020,8
10/17/20,11 Georgia,W 41-24,3:22,"19,424",2020,8
10/24/20,@ Tennessee,W 48-17,3:14,"23,394",2020,8
10/31/20,Mississippi St.,W 41-0,3:31,"19,424",2020,8
11/21/20,Kentucky,W 63-3,3:09,"19,424",2020,8
11/28/20,Auburn,W 42-13,3:05,"19,424",2020,8
12/5/20,@ LSU,W 55-17,3:30,"22,349",2020,8
12/12/20,@ Arkansas,W 52-3,3:04,"16,500",2020,8
12/19/20,+ 10 Florida,W 52-46,3:45,"16,520",2020,8
1/1/21,+ 4 Notre Dame,W 31-14,3:13,"18,373",2020,8
1/11/21,+ 3 Ohio St.,W 52-24,3:32,"14,926",2020,8
11/7/20,@ Oregon St.,W 38-28,3:36,0,2020,754
11/14/20,25 Oregon,L 29-43,3:35,0,2020,754
12/6/20,@ 21 Southern California,L 13-38,3:05,1,2020,754
12/19/20,@ Utah,L 28-45,3:46,0,2020,754
10/29/20,@ Fresno St.,L 17-38,3:25,0,2020,156
11/5/20,Wyoming,W 34-24,3:27,0,2020,156
11/12/20,@ Boise St.,L 21-52,3:27,"1,100",2020,156
12/5/20,@ San Diego St.,L 17-29,3:07,0,2020,156
9/5/20,Middle Tenn. St.,W 42-0,3:12,"5,249",2020,725
9/12/20,La.-Monroe,W 37-7,3:10,"5,362",2020,725
9/26/20,@ 6 Cincinnati,L 10-24,3:30,0,2020,725
10/3/20,Abilene Christian,W 55-23,3:37,"5,306",2020,725
10/10/20,Citadel,W 14-9,2:54,"5,344",2020,725
10/17/20,@ UTSA,W 28-16,3:17,"7,887",2020,725
10/24/20,Mercer,W 49-3,2:53,"5,181",2020,725
11/14/20,@ Tulane,L 12-38,3:14,"1,200",2020,725
11/21/20,Ga. Southern,W 28-27,3:17,"5,078",2020,725
12/12/20,Navy,W 15-0,3:02,"12,722",2020,725
12/19/20,Air Force,W 10-7,2:51,"1,306",2020,725
12/31/20,#NAME?,L 21-24,3:05,"8,187",2020,725
9/5/20,Arkansas St.,W 37-24,3:44,"4,537",2020,404
10/3/20,@ Southern Methodist,L 27-30,3:31,"7,898",2020,404
10/17/20,UCF,W 50-49,4:08,"10,554",2020,404
10/24/20,Temple,W 41-29,3:36,"10,321",2020,404
10/31/20,@ 6 Cincinnati,L 10-49,3:16,0,2020,404
11/7/20,South Fla.,W 34-33,3:14,"10,300",2020,404
11/21/20,Stephen F. Austin,W 56-14,3:23,"9,684",2020,404
11/28/20,@ Navy,W 10-7,3:02,0,2020,404
12/5/20,@ Tulane,L 21-35,3:24,"2,400",2020,404
12/12/20,Houston,W 30-27,3:25,"9,475",2020,404
12/23/20,#NAME?,W 25-10,3:15,"2,979",2020,404
9/19/20,Austin Peay,W 55-20,3:09,0,2020,140
9/26/20,Army,W 24-10,3:30,0,2020,140
10/3/20,South Fla.,W 28-7,3:15,0,2020,140
10/24/20,@ Southern Methodist,W 42-13,3:25,"7,898",2020,140
10/31/20,Memphis,W 49-10,3:16,0,2020,140
11/7/20,Houston,W 38-10,3:16,0,2020,140
11/13/20,East Caro.,W 55-17,3:37,0,2020,140
11/21/20,@ UCF,W 36-33,4:01,"10,668",2020,140
12/19/20,22 Tulsa,W 27-24,3:32,"5,831",2020,140
1/1/21,+ 11 Georgia,L 21-24,3:39,"15,301",2020,140
9/26/20,11 Georgia,L 10-37,3:44,"16,500",2020,31
10/3/20,@ Mississippi St.,W 21-14,3:19,"13,564",2020,31
10/10/20,@ Auburn,L 28-30,3:37,"17,490",2020,31
10/17/20,Mississippi,W 33-21,3:20,"16,500",2020,31
10/31/20,@ 5 Texas A&M,L 31-42,3:22,"27,114",2020,31
11/7/20,Tennessee,W 24-13,2:59,"16,500",2020,31
11/14/20,@ 10 Florida,L 35-63,3:21,"16,116",2020,31
11/21/20,LSU,L 24-27,3:36,"16,500",2020,31
12/5/20,@ Missouri,L 48-50,3:53,"11,738",2020,31
12/12/20,1 Alabama,L 3-52,3:04,"16,500",2020,31
10/24/20,@ 7 Indiana,L 35-36,4:05,995,2020,539
10/31/20,3 Ohio St.,L 25-38,3:44,"1,500",2020,539
11/7/20,Maryland,L 19-35,3:15,"1,500",2020,539
11/14/20,@ Nebraska,L 23-30,3:23,0,2020,539
11/21/20,17 Iowa,L 21-41,3:26,"1,500",2020,539
11/28/20,@ Michigan,W 27-17,3:15,0,2020,539
12/5/20,@ Rutgers,W 23-7,3:21,0,2020,539
12/12/20,Michigan St.,W 39-24,3:25,0,2020,539
12/19/20,Illinois,W 56-21,3:27,0,2020,539
9/26/20,Tennessee,L 27-31,3:18,"15,009",2020,648
10/3/20,@ 10 Florida,L 24-38,3:30,"15,120",2020,648
10/10/20,@ Vanderbilt,W 41-7,3:04,"1,288",2020,648
10/17/20,Auburn,W 30-22,3:42,"15,766",2020,648
10/24/20,@ LSU,L 24-52,3:21,"21,855",2020,648
11/7/20,5 Texas A&M,L 3-48,3:04,"16,253",2020,648
11/14/20,@ Mississippi,L 42-59,3:21,"13,596",2020,648
11/21/20,Missouri,L 10-17,3:19,"13,603",2020,648
11/28/20,11 Georgia,L 16-45,2:56,"16,444",2020,648
12/5/20,@ Kentucky,L 18-41,3:29,"12,000",2020,648
11/4/20,@ Miami (Ohio),L 31-38,3:42,0,2020,47
11/11/20,Eastern Mich.,W 38-31,3:39,"1,183",2020,47
11/18/20,Northern Ill.,W 31-25,3:22,859,2020,47
11/28/20,@ Toledo,W 27-24,3:38,0,2020,47
12/5/20,@ Central Mich.,W 45-20,3:13,0,2020,47
12/12/20,Western Mich.,W 30-27,3:28,823,2020,47
12/18/20,#NAME?,W 38-28,3:25,0,2020,47
12/31/20,+ 19 San Jose St.,W 34-13,3:31,0,2020,47
9/26/20,@ Auburn,L 13-29,3:13,"17,490",2020,334
10/3/20,Mississippi,L 41-42,3:29,"12,000",2020,334
10/10/20,Mississippi St.,W 24-2,3:18,"12,000",2020,334
10/17/20,@ Tennessee,W 34-7,3:01,"22,519",2020,334
10/24/20,@ Missouri,L 10-20,3:10,"11,738",2020,334
10/31/20,11 Georgia,L 3-14,2:56,"12,000",2020,334
11/14/20,Vanderbilt,W 38-35,3:27,"12,000",2020,334
11/21/20,@ 1 Alabama,L 3-63,3:09,"19,424",2020,334
11/28/20,@ 10 Florida,L 10-34,3:10,"14,453",2020,334
12/5/20,South Carolina,W 41-18,3:29,"12,000",2020,334
1/2/21,+ 24 North Carolina St.,W 23-21,3:35,"10,422",2020,334
11/4/20,Eastern Mich.,W 27-23,3:15,0,2020,331
11/10/20,@ Bowling Green,W 62-24,3:45,"1,500",2020,331
11/17/20,Akron,W 69-35,3:20,0,2020,331
11/28/20,@ Buffalo,L 41-70,3:43,0,2020,331
9/19/20,@ Georgia Tech,W 49-21,3:50,"11,000",2020,128
9/26/20,@ East Caro.,W 51-28,3:58,350,2020,128
10/3/20,22 Tulsa,L 26-34,4:19,"8,874",2020,128
10/17/20,@ Memphis,L 49-50,4:08,"10,554",2020,128
10/24/20,Tulane,W 51-34,3:40,"9,148",2020,128
10/31/20,@ Houston,W 44-21,3:39,"8,630",2020,128
11/14/20,Temple,W 38-13,3:27,"8,768",2020,128
11/21/20,6 Cincinnati,L 33-36,4:01,"10,668",2020,128
11/27/20,@ South Fla.,W 58-46,4:13,"8,801",2020,128
12/22/20,+ 13 Brigham Young,L 23-49,3:25,"6,000",2020,128
9/7/20,@ Navy,W 55-3,3:15,0,2020,77
9/26/20,Troy,W 48-7,3:09,,2020,77
10/2/20,Louisiana Tech,W 45-14,3:23,,2020,77
10/10/20,UTSA,W 27-20,3:35,,2020,77
10/16/20,@ Houston,W 43-26,3:43,"10,092",2020,77
10/24/20,Texas St.,W 52-14,3:12,"6,570",2020,77
10/31/20,Western Ky.,W 41-10,3:18,"6,843",2020,77
11/6/20,@ Boise St.,W 51-17,3:21,"1,100",2020,77
11/21/20,North Ala.,W 66-14,2:59,936,2020,77
12/5/20,@ 9 Coastal Caro.,L 17-22,3:20,"5,000",2020,77
12/12/20,San Diego St.,W 28-14,3:06,"1,099",2020,77
12/22/20,#NAME?,W 49-23,3:25,"6,000",2020,77
9/12/20,9 Coastal Caro.,L 23-38,3:28,,2020,328
9/26/20,@ Baylor,L 14-47,3:33,"11,667",2020,328
10/3/20,Oklahoma St.,L 7-47,3:26,"9,480",2020,328
10/17/20,@ West Virginia,L 17-38,3:33,"10,759",2020,328
10/24/20,@ Kansas St.,L 14-55,3:30,"10,801",2020,328
10/31/20,12 Iowa St.,L 22-52,3:25,"9,652",2020,328
11/7/20,@ 8 Oklahoma,L 9-62,3:46,"22,700",2020,328
11/28/20,TCU,L 23-59,3:30,,2020,328
12/5/20,@ Texas Tech,L 13-16,3:20,"9,877",2020,328
9/12/20,Austin Peay,W 55-0,2:59,0,2020,545
9/19/20,Syracuse,W 21-10,3:09,0,2020,545
9/26/20,Louisville,W 23-20,3:24,0,2020,545
10/3/20,24 North Carolina St.,L 29-30,3:48,0,2020,545
10/10/20,@ Boston College,L 30-31,3:46,0,2020,545
10/17/20,@ 18 Miami (Fla.),L 19-31,3:16,"9,000",2020,545
10/24/20,4 Notre Dame,L 3-45,3:18,"5,451",2020,545
11/7/20,@ Florida St.,W 41-17,3:36,"16,568",2020,545
11/21/20,Virginia Tech,W 47-14,3:20,"4,612",2020,545
11/28/20,@ 2 Clemson,L 17-52,3:51,"18,819",2020,545
12/10/20,@ Georgia Tech,W 34-20,3:34,"11,000",2020,545
9/5/20,@ Memphis,L 24-37,3:44,"4,537",2020,30
9/12/20,@ Kansas St.,W 35-31,3:43,"11,041",2020,30
10/3/20,@ 9 Coastal Caro.,L 23-52,3:35,"5,000",2020,30
10/10/20,Central Ark.,W 50-27,3:45,"4,561",2020,30
10/15/20,Georgia St.,W 59-52,4:12,"5,496",2020,30
10/22/20,@ Appalachian St.,L 17-45,3:26,"2,100",2020,30
10/31/20,Troy,L 10-38,3:15,"6,757",2020,30
11/7/20,@ 16 La.-Lafayette,L 20-27,3:22,"5,585",2020,30
11/21/20,@ Texas St.,L 45-47,3:32,"5,218",2020,30
11/28/20,South Ala.,L 31-38,3:39,"4,013",2020,30
12/5/20,La.-Monroe,W 48-15,3:23,"3,268",2020,30
9/12/20,Southwest Mo. St.,W 48-0,3:06,"22,700",2020,522
9/26/20,Kansas St.,L 35-38,3:39,"22,700",2020,522
10/3/20,@ 12 Iowa St.,L 30-37,3:42,"13,724",2020,522
10/10/20,+ 20 Texas,W 53-45,4:43,"24,000",2020,522
10/24/20,@ TCU,W 33-14,3:29,"12,440",2020,522
10/31/20,@ Texas Tech,W 62-28,3:41,"14,431",2020,522
11/7/20,Kansas,W 62-9,3:46,"22,700",2020,522
11/21/20,Oklahoma St.,W 41-13,3:23,"22,700",2020,522
12/5/20,Baylor,W 27-14,3:31,"22,700",2020,522
12/19/20,+ 12 Iowa St.,W 27-21,3:28,"18,720",2020,522
12/30/20,+ 10 Florida,W 55-20,3:22,"17,323",2020,522
9/12/20,@ Army,L 7-37,3:10,"5,362",2020,498
9/19/20,Texas St.,L 17-38,3:23,"5,816",2020,498
9/26/20,UTEP,L 6-31,3:12,"5,491",2020,498
10/3/20,Ga. Southern,L 30-35,3:15,"6,338",2020,498
10/10/20,@ 23 Liberty,L 7-40,3:10,"1,000",2020,498
10/24/20,@ South Ala.,L 14-38,2:58,"5,186",2020,498
10/31/20,Appalachian St.,L 13-31,3:03,"5,493",2020,498
11/7/20,@ Georgia St.,L 34-52,3:20,"2,921",2020,498
11/28/20,16 La.-Lafayette,L 20-70,3:13,"3,132",2020,498
12/5/20,@ Arkansas St.,L 15-48,3:23,"3,268",2020,498
9/5/20,@ Army,L 0-42,3:12,"5,249",2020,419
9/19/20,Troy,L 14-47,3:23,"6,000",2020,419
9/25/20,@ UTSA,L 35-37,3:35,"6,182",2020,419
10/3/20,Western Ky.,L 17-20,3:03,"6,500",2020,419
10/10/20,@ Florida Int'l,W 31-28,3:31,"2,213",2020,419
10/17/20,North Texas,L 35-52,3:21,"5,000",2020,419
10/24/20,@ Rice,W 40-34,3:51,0,2020,419
